,"""address""","""bathrooms""","""country""","""distance""","""district""","""exterior""","""externalReference""","""floor""","""has360""","""has3DTour""","""hasLift""","""hasPlan""","""hasVideo""","""isParkingSpaceIncludedInPrice""","""latitude""","""longitude""","""municipality""","""neighborhood""","""newDevelopment""","""numPhotos""","""operation""","""price""","""priceByArea""","""propertyCode""","""propertyType""","""province""","""rooms""","""showAddress""","""size""","""status""","""thumbnail""","""title""","""typology""","""url""",":""address""","""newDevelopmentFinished""","""isSmokingAllowed""","""tenantGender""","""tenantNumber""","""parkingSpacePrice""","""hiddenResults""","""itemsPerPage""","""lowerRangePosition""","""numPaginations""","""paginable""","""summary""","""total""","""totalPages"""
54,"""Torre-Pacheco""",2,"""es""","""379716""","""Torre-Pacheco""",false,,,false,false,,false,false,true,37.7467048,-0.959426,"""Torre-Pacheco""",,false,34,"""sale""",149900.0,1056.0,"""87712952""","""chalet""","""Murcia""",4,false,142.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/de/0e/31/729162924.jpg""","""Chaletadosado""","""chalet""","""https://www.idealista.com/inmueble/87712952/""",,,,,,,,,,,,,,
55,"""PaseodelGeneralMartinezCampos""",4,"""es""","""2265""","""Chamberi""",true,"""5335""","""4""",false,true,true,true,true,,40.435988,-3.6946342,"""Madrid""","""Almagro""",false,38,"""sale""",3800000.0,5390.0,"""85391728""","""flat""","""Madrid""",5,false,705.0,"""renew""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d7/30/c7/661263388.jpg""","""PisoenPaseodelGeneralMartinezCampos""",,"""https://www.idealista.com/inmueble/85391728/""",,,,,,,,,,,,,,
56,"""pradodelrey""",8,"""es""","""8143""","""ZonaPradodeSomosaguas-LaFinca""",false,"""5513""",,false,true,,true,true,true,40.413707,-3.7993611,"""PozuelodeAlarcon""","""LaFinca""",false,55,"""sale""",2800000.0,3500.0,"""87147632""","""chalet""","""Madrid""",6,false,800.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/36/bc/a2/712870856.jpg""","""Casaindependienteenpradodelrey""","""chalet""","""https://www.idealista.com/inmueble/87147632/""",,,,,,,,,,,,,,
57,"""Paseodelhontanar""",8,"""es""","""8634""","""ZonaPradodeSomosaguas-LaFinca""",false,"""5511""",,false,true,,true,true,true,40.4113461,-3.8050016,"""PozuelodeAlarcon""","""LaFinca""",false,48,"""sale""",1795000.0,2393.0,"""87092863""","""chalet""","""Madrid""",6,false,750.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f5/88/c1/711185727.jpg""","""ChaletadosadoenPaseodelhontanar""","""chalet""","""https://www.idealista.com/inmueble/87092863/""",,,,,,,,,,,,,,
58,"""CalledelNaranjodeBulnes""",5,"""es""","""25473""",,false,"""XV7905""",,false,true,,true,true,true,40.6294069,-3.5912791,"""Ciudalcampo""",,false,45,"""sale""",1050000.0,1780.0,"""85091581""","""chalet""","""Madrid""",5,false,590.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/90/5f/d4/730845801.jpg""","""CasaindependienteenCalledelNaranjodeBulnes""","""chalet""","""https://www.idealista.com/inmueble/85091581/""",,,,,,,,,,,,,,
59,"""barrioElViso""",3,"""es""","""3261""","""Chamartin""",true,"""VP21108""","""4""",false,true,true,true,true,true,40.4408329,-3.6813401,"""Madrid""","""ElViso""",false,33,"""sale""",1550000.0,7045.0,"""86542842""","""flat""","""Madrid""",4,false,220.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/91/4c/7d/696920852.jpg""","""Piso""",,"""https://www.idealista.com/inmueble/86542842/""",,,,,,,,,,,,,,
60,"""barrioValdemarin""",3,"""es""","""7789""","""Moncloa""",true,"""PV5017I""","""1""",false,true,true,true,true,true,40.4677006,-3.7663498,"""Madrid""","""Valdemarin""",false,53,"""sale""",890000.0,4564.0,"""86083869""","""flat""","""Madrid""",4,false,195.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/bb/77/7d/735054350.jpg""","""Piso""",,"""https://www.idealista.com/inmueble/86083869/""",,,,,,,,,,,,,,
61,"""CuestadelaSierra",6,"""es""","""12196""","""LaMoraleja""",false,"""VC19982""",,true,true,,true,true,true,40.5164956,-3.6433973,"""LaMoraleja""",,false,75,"""sale""",4250000.0,4250.0,"""83814030""","""chalet""","""Madrid""",6,false,1000.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/fb/60/f3/626287393.jpg""","""CasaindependienteenCuestadelaSierra","""chalet""","""https://www.idealista.com/inmueble/83814030/""",,,,,,,,,,,,,,
62,"""fuencarral",4,"""es""","""625""","""Centro""",true,"""5306""","""1""",true,true,true,true,true,,40.4219973,-3.7007695,"""Madrid""","""Chueca-Justicia""",false,32,"""sale""",1750000.0,4419.0,"""38987694""","""flat""","""Madrid""",3,true,396.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c1/9b/55/251630708.jpg""","""Pisoenfuencarral",,"""https://www.idealista.com/inmueble/38987694/""",,,,,,,,,,,,,,
63,"""PaseodeEduardoDato""",6,"""es""","""2074""","""Chamberi""",true,"""5348""","""1""",false,true,true,true,true,true,40.4340845,-3.6943509,"""Madrid""","""Almagro""",false,46,"""sale""",3200000.0,6598.0,"""87424937""","""flat""","""Madrid""",6,false,485.0,"""renew""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a0/a3/1a/720692711.jpg""","""PisoenPaseodeEduardoDato""",,"""https://www.idealista.com/inmueble/87424937/""",,,,,,,,,,,,,,
64,"""Paseodeloslagos""",9,"""es""","""9091""","""ZonaPradodeSomosaguas-LaFinca""",false,"""5512""",,false,true,,true,true,,40.4182353,-3.8106237,"""PozuelodeAlarcon""","""LaFinca""",false,84,"""sale""",6300000.0,7875.0,"""87090184""","""chalet""","""Madrid""",7,false,800.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8c/bf/98/711104097.jpg""","""CasaindependienteenPaseodeloslagos""","""chalet""","""https://www.idealista.com/inmueble/87090184/""",,,,,,,,,,,,,,
65,"""Paseohontanar""",8,"""es""","""8515""","""ZonaPradodeSomosaguas-LaFinca""",false,"""5507""",,false,true,,true,true,true,40.4104461,-3.8035016,"""PozuelodeAlarcon""","""LaFinca""",false,47,"""sale""",1675000.0,2094.0,"""86984469""","""chalet""","""Madrid""",5,false,800.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/65/d8/e2/707896966.jpg""","""ChaletadosadoenPaseohontanar""","""chalet""","""https://www.idealista.com/inmueble/86984469/""",,,,,,,,,,,,,,
66,"""CalleCambrils""",4,"""es""","""7825""","""Fuencarral""",false,"""1529""",,true,true,,true,true,true,40.4869393,-3.7091231,"""Madrid""","""Mirasierra""",false,58,"""sale""",1395000.0,2987.0,"""86059563""","""chalet""","""Madrid""",5,false,467.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c8/77/45/682482149.jpg""","""CasaindependienteenCalleCambrils""","""chalet""","""https://www.idealista.com/inmueble/86059563/""",,,,,,,,,,,,,,
67,"""CalledelMonteEsquinza""",6,"""es""","""1552""","""Chamberi""",true,"""5337""","""4""",true,true,true,true,true,,40.4287538,-3.6939984,"""Madrid""","""Almagro""",false,48,"""sale""",3950000.0,6077.0,"""85457865""","""penthouse""","""Madrid""",6,false,650.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e1/e6/d5/662982473.jpg""","""AticoenCalledelMonteEsquinza""","""flat""","""https://www.idealista.com/inmueble/85457865/""",,,,,,,,,,,,,,
68,,1,"""es""","""744""","""Centro""",true,,"""3""",false,false,true,false,false,,40.4131131,-3.6958228,"""Madrid""","""Huertas-Cortes""",false,12,"""rent""",1345.0,23.0,"""88017302""","""duplex""","""Madrid""",2,false,58.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e0/ec/13/736537716.jpg""","""D\u00faplexenCalledelaAlameda""","""flat""","""https://www.idealista.com/inmueble/88017302/""","""CalledelaAlameda""",,,,,,,,,,,,,
69,"""CalledelaPrincesa""",2,"""es""","""2248""","""Moncloa""",true,,"""5""",false,false,true,false,false,,40.4343542,-3.7162088,"""Madrid""","""Arg\u00fcelles""",false,15,"""rent""",2100.0,19.0,"""88017182""","""flat""","""Madrid""",3,false,110.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/90/29/33/736534422.jpg""","""PisoenCalledelaPrincesa""",,"""https://www.idealista.com/inmueble/88017182/""",,,,,,,,,,,,,,
70,"""CalledelosVoluntariosCatalanes""",1,"""es""","""5367""","""Tetuan""",true,"""Fernan""","""2""",false,false,false,false,false,,40.4648505,-3.6987308,"""Madrid""","""Valdeacederas""",false,13,"""rent""",1200.0,15.0,"""88017190""","""flat""","""Madrid""",3,false,80.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/58/c0/1a/736534129.jpg""","""PisoenCalledelosVoluntariosCatalanes""",,"""https://www.idealista.com/inmueble/88017190/""",,,,,,,,,,,,,,
71,"""CallePenalaradeAravaca",1,"""es""","""9579""","""Moncloa""",true,"""BAJO1H""","""bj""",false,false,true,true,true,,40.46111,-3.80025,"""Madrid""","""Aravaca""",true,23,"""rent""",1400.0,20.0,"""88017187""","""flat""","""Madrid""",1,true,70.0,"""newdevelopment""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0c/1b/c2/238354806.jpg""","""PisoenCallePenalaradeAravaca",,"""https://www.idealista.com/obra-nueva/88017187/""",,false,,,,,,,,,,,,
72,"""CallePenalaradeAravaca",2,"""es""","""9579""","""Moncloa""",true,"""ATICO2H""",,false,false,true,true,true,,40.46111,-3.80025,"""Madrid""","""Aravaca""",true,23,"""rent""",1900.0,20.0,"""88017143""","""penthouse""","""Madrid""",2,true,97.0,"""newdevelopment""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0c/1b/c2/238354806.jpg""","""AticoenCallePenalaradeAravaca","""flat""","""https://www.idealista.com/obra-nueva/88017143/""",,false,,,,,,,,,,,,
73,"""CallePenalaradeAravaca",2,"""es""","""9579""","""Moncloa""",true,"""PRIMERO3H""","""1""",false,false,true,true,true,,40.46111,-3.80025,"""Madrid""","""Aravaca""",true,23,"""rent""",2200.0,16.0,"""88017140""","""flat""","""Madrid""",3,true,140.0,"""newdevelopment""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0c/1b/c2/238354806.jpg""","""PisoenCallePenalaradeAravaca",,"""https://www.idealista.com/obra-nueva/88017140/""",,false,,,,,,,,,,,,
74,"""CallePuertoAlto",1,"""es""","""3957""","""PuentedeVallecas""",true,"""2809-017338-01""","""1""",false,false,false,false,false,,40.3932143,-3.668127,"""Madrid""","""SanDiego""",false,19,"""rent""",650.0,13.0,"""88017162""","""flat""","""Madrid""",2,true,50.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/cb/03/92/736533124.jpg""","""PisoenCallePuertoAlto",,"""https://www.idealista.com/inmueble/88017162/""",,,,,,,,,,,,,,
75,"""CallePedroJimenez",1,"""es""","""8121""","""Villaverde""",true,,"""2""",false,false,true,false,false,,40.3437548,-3.7082874,"""Madrid""","""SanAndres""",false,30,"""rent""",650.0,9.0,"""88017159""","""flat""","""Madrid""",2,true,70.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/39/72/95/736533048.jpg""","""PisoenCallePedroJimenez",,"""https://www.idealista.com/inmueble/88017159/""",,,,,,,,,,,,,,
76,"""CalleTomasaRuiz",1,"""es""","""2395""","""Carabanchel""",true,"""2801-017336-01""","""8""",false,false,true,false,false,,40.3959266,-3.7107729,"""Madrid""","""Comillas""",false,22,"""rent""",850.0,11.0,"""88017146""","""flat""","""Madrid""",2,true,80.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/74/a8/55/736533004.jpg""","""PisoenCalleTomasaRuiz",,"""https://www.idealista.com/inmueble/88017146/""",,,,,,,,,,,,,,
77,"""CalledeIlustracion",1,"""es""","""1269""","""Moncloa""",false,,"""2""",false,false,true,false,false,,40.4212747,-3.7169906,"""Madrid""","""Arg\u00fcelles""",false,26,"""rent""",730.0,18.0,"""88017158""","""flat""","""Madrid""",2,true,40.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e4/f0/e3/736532990.jpg""","""PisoenCalledeIlustracion",,"""https://www.idealista.com/inmueble/88017158/""",,,,,,,,,,,,,,
78,"""CalleSanRobustiano",2,"""es""","""4263""","""Latina""",true,"""2808-017335-01""","""1""",false,false,false,false,false,,40.39311,-3.74295,"""Madrid""","""Aluche""",false,29,"""rent""",895.0,11.0,"""88017157""","""flat""","""Madrid""",4,true,80.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/cf/da/42/736532957.jpg""","""PisoenCalleSanRobustiano",,"""https://www.idealista.com/inmueble/88017157/""",,,,,,,,,,,,,,
79,"""CalleJuandeVera",1,"""es""","""2444""","""Arganzuela""",true,"""2809-017337-01""","""6""",false,false,true,false,false,,40.3959632,-3.6936646,"""Madrid""","""Delicias""",false,21,"""rent""",950.0,16.0,"""88017156""","""penthouse""","""Madrid""",1,true,60.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/bd/85/1a/736532926.jpg""","""AticoenCalleJuandeVera","""flat""","""https://www.idealista.com/inmueble/88017156/""",,,,,,,,,,,,,,
80,"""barrioCascoHistoricodeBarajas""",1,"""es""","""11997""","""Barajas""",true,"""668-PisoBarajas""","""bj""",false,false,true,false,false,,40.471596,-3.5811896,"""Madrid""","""CascoHistoricodeBarajas""",false,12,"""rent""",700.0,12.0,"""88017137""","""flat""","""Madrid""",1,false,60.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c7/67/77/736532803.jpg""","""Piso""",,"""https://www.idealista.com/inmueble/88017137/""",,,,,,,,,,,,,,
81,"""CalleManueldeFallas/n""",2,"""es""","""10310""","""Zonanorte""",true,,"""2""",false,false,true,false,false,true,40.4551982,-3.8140886,"""PozuelodeAlarcon""","""Zonanorte""",false,9,"""rent""",1350.0,12.0,"""88017119""","""flat""","""Madrid""",2,true,110.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5b/0e/44/736532636.jpg""","""PisoenCalleManueldeFallas/n""",,"""https://www.idealista.com/inmueble/88017119/""",,,,,,,,,,,,,,
82,"""CallePenalaradeAravaca",2,"""es""","""9579""","""Moncloa""",true,"""2\u00bay3\u00baCONBALCONADA3H""","""2""",false,false,true,true,true,,40.46111,-3.80025,"""Madrid""","""Aravaca""",true,23,"""rent""",2000.0,14.0,"""88017111""","""flat""","""Madrid""",3,true,138.0,"""newdevelopment""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0c/1b/c2/238354806.jpg""","""PisoenCallePenalaradeAravaca",,"""https://www.idealista.com/obra-nueva/88017111/""",,false,,,,,,,,,,,,
83,"""barrioLaCabana""",4,"""es""","""11688""","""Urbanizaciones""",false,"""ALPOZ002""",,false,false,,false,false,,40.4180353,-3.8413158,"""PozuelodeAlarcon""","""LaCabana""",false,45,"""rent""",3300.0,8.0,"""88016953""","""chalet""","""Madrid""",6,false,400.0,,"""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/08/f2/eb/736528596.jpg""","""Casaindependiente""","""chalet""","""https://www.idealista.com/inmueble/88016953/""",,,,,,,,,,,,,,
84,"""CascoAntiguo""",1,"""es""","""31263""","""CascoAntiguo""",true,,"""1""",false,false,true,false,false,,40.5783377,-4.0058027,"""Galapagar""",,false,13,"""rent""",670.0,9.0,"""88016896""","""flat""","""Madrid""",1,false,75.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a2/bf/6f/736526141.jpg""","""Piso""",,"""https://www.idealista.com/inmueble/88016896/""",,,,,,,,,,,,,,
85,"""CalleCalledeMariadelasMercedesdeBorbon""",2,"""es""","""11013""","""Hortaleza""",true,"""VALDEBEBAS4D""","""8""",false,false,true,true,false,true,40.4882513,-3.613241,"""Madrid""","""Valdebebas-Valdefuentes""",false,17,"""rent""",2000.0,14.0,"""39157151""","""flat""","""Madrid""",4,false,142.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/dd/21/b6/254928860.jpg""","""PisoenCalleCalledeMariadelasMercedesdeBorbon""",,"""https://www.idealista.com/inmueble/39157151/""",,,,,,,,,,,,,,
86,"""Lagasca""",3,"""es""","""2305""","""Salamanca""",true,"""W-02HPRF""","""4""",false,false,true,true,true,true,40.4331927,-3.6867489,"""Madrid""","""Castellana""",false,29,"""rent""",3400.0,17.0,"""88016754""","""flat""","""Madrid""",3,false,195.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8b/7e/32/736519774.jpg""","""PisoenLagasca""",,"""https://www.idealista.com/inmueble/88016754/""",,,,,,,,,,,,,,
106,,3,"""es""","""25919""",,false,"""BED-1418""",,false,false,,false,false,,40.2116059,-3.8485694,"""Grinon""",,false,37,"""rent""",1100.0,4.0,"""88027236""","""chalet""","""Madrid""",4,false,250.0,,"""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c8/73/0c/736796503.jpg""","""Chaletadosado""","""chalet""","""https://www.idealista.com/inmueble/88027236/""","""Grinon""",,,,,,,,,,,,,
107,"""CalledeLaBaneza""",1,"""es""","""6766""","""Fuencarral""",false,"""Alquiler_6""","""1""",false,false,true,false,false,,40.4769451,-3.7145581,"""Madrid""","""Pilar""",false,28,"""rent""",800.0,20.0,"""88027229""","""flat""","""Madrid""",1,false,40.0,,"""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5f/f0/d7/736789775.jpg""","""PisoenCalledeLaBaneza""",,"""https://www.idealista.com/inmueble/88027229/""",,,,,,,,,,,,,,
108,"""Avenidadevalladolid""",1,"""es""","""2689""","""Moncloa""",true,"""Avda.Valladolid""","""3""",false,false,true,false,false,,40.4298458,-3.7299258,"""Madrid""","""CasadeCampo""",false,10,"""rent""",950.0,16.0,"""36975984""","""flat""","""Madrid""",1,false,60.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d7/4d/57/207606222.jpg""","""PisoenAvenidadevalladolid""",,"""https://www.idealista.com/inmueble/36975984/""",,,,,,,,,,,,,,
109,"""LaAvanzada-LaCueva""",1,"""es""","""15153""","""LaAvanzada-LaCueva""",true,"""20014""","""1""",false,false,true,false,false,,40.2955304,-3.785109,"""Fuenlabrada""",,false,24,"""rent""",700.0,9.0,"""88027184""","""flat""","""Madrid""",3,false,80.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c7/02/44/736782678.jpg""","""Piso""",,"""https://www.idealista.com/inmueble/88027184/""",,,,,,,,,,,,,,
110,"""MORALEJA""",2,"""es""","""40388""","""Centro""",false,,,false,false,,false,false,true,40.5642251,-3.2667917,"""AzuquecadeHenares""",,false,18,"""rent""",1000.0,4.0,"""88027173""","""chalet""","""Guadalajara""",3,false,253.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/76/9b/be/736782602.jpg""","""ChaletadosadoenMORALEJA""","""chalet""","""https://www.idealista.com/inmueble/88027173/""",,,,,,,,,,,,,,
112,"""CalledelPrincipedeVergara""",2,"""es""","""5211""","""Chamartin""",true,,"""4""",false,false,true,false,false,,40.4587773,-3.6761106,"""Madrid""","""NuevaEspana""",false,19,"""rent""",1500.0,16.0,"""88027156""","""flat""","""Madrid""",3,false,95.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0d/53/d6/736781996.jpg""","""PisoenCalledelPrincipedeVergara""",,"""https://www.idealista.com/inmueble/88027156/""",,,,,,,,,,,,,,
113,"""CalleALCALA""",1,"""es""","""4886""","""CiudadLineal""",true,"""P.AZUL""","""1""",false,false,true,false,false,,40.4316516,-3.6489588,"""Madrid""","""Quintana""",false,4,"""rent""",850.0,12.0,"""88027083""","""flat""","""Madrid""",1,false,73.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f3/36/43/736781887.jpg""","""PisoenCalleALCALA""",,"""https://www.idealista.com/inmueble/88027083/""",,,,,,,,,,,,,,
114,"""CalleMayor""",1,"""es""","""13421""","""Centro""",false,"""VM8-Mayor""","""3""",false,false,true,true,true,,40.3429206,-3.8286619,"""Alcorcon""","""CascoAntiguo""",false,22,"""rent""",800.0,11.0,"""88027103""","""flat""","""Madrid""",3,false,71.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3d/b0/73/725170258.jpg""","""PisoenCalleMayor""",,"""https://www.idealista.com/inmueble/88027103/""",,,,,,,,,,,,,,
115,"""CallelosYebenes""",2,"""es""","""4639""","""Latina""",false,"""VMF11-LOSYEBENES""","""5""",false,false,true,false,true,,40.3981508,-3.7523339,"""Madrid""","""Lucero""",false,25,"""rent""",1000.0,12.0,"""88027115""","""flat""","""Madrid""",4,false,85.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ec/ff/69/736781171.jpg""","""PisoenCallelosYebenes""",,"""https://www.idealista.com/inmueble/88027115/""",,,,,,,,,,,,,,
116,"""barrioLasMatas-Penascales""",2,"""es""","""22783""","""LasMatas-Penascales""",false,"""ALQ-BOA-18036""",,false,false,,false,false,true,40.5545718,-3.9025633,"""LasRozasdeMadrid""","""LasMatas-Penascales""",false,11,"""rent""",1550.0,7.0,"""83434465""","""chalet""","""Madrid""",4,false,220.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8f/c1/90/617953389.jpg""","""Chaletadosado""","""chalet""","""https://www.idealista.com/inmueble/83434465/""",,,,,,,,,,,,,,
117,"""BISPO""",2,"""es""","""18208""","""Centro""",true,,"""1""",false,false,false,false,false,true,40.3589696,-3.9044514,"""VillaviciosadeOdon""",,false,22,"""rent""",1000.0,11.0,"""88027112""","""duplex""","""Madrid""",2,false,95.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/51/ba/39/736783635.jpg""","""D\u00faplexenBISPO""","""flat""","""https://www.idealista.com/inmueble/88027112/""",,,,,,,,,,,,,,
118,"""talavera""",1,"""es""","""4378""","""Chamartin""",true,,"""5""",false,false,true,false,false,,40.4521075,-3.6806079,"""Madrid""","""Bernabeu-Hispanoamerica""",false,7,"""rent""",1100.0,19.0,"""88027100""","""flat""","""Madrid""",1,false,58.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8e/df/f9/736781270.jpg""","""Pisoentalavera""",,"""https://www.idealista.com/inmueble/88027100/""",,,,,,,,,,,,,,
